post_id,post_date,platform,content_type,campaign,category,posting_hour,followers,impressions,reach,likes,comments,shares,saves
POST04072,2026-05-24 21:00:00,Facebook,Video,Festival Campaign,Education,8,22631,27147,19092,872.0,19,233,254
POST04073,2026-05-25 00:00:00,YouTube,Image,Event Promotion,Brand,17,157417,149382,98833,6132.0,109,1034,2307
POST04074,2026-05-25 03:00:00,Facebook,Image,Event Promotion,Brand,4,388544,381798,265004,8552.0,185,1807,2855
POST04075,2026-05-25 06:00:00,Facebook,Image,Festival Campaign,Community,10,67674,39696,34500,1300.0,27,446,742
POST04076,2026-05-25 09:00:00,YouTube,Carousel,Community Campaign,Entertainment,1,412467,290500,176467,8057.0,470,2123,627
POST04077,2026-05-25 12:00:00,YouTube,Video,Special Campaign,Entertainment,16,46844,78025,49699,1931.0,81,413,994
POST04078,2026-05-25 15:00:00,Instagram,Video,Seasonal Campaign,Promotional,22,91836,192836,146973,12779.0,234,587,2633
POST04079,2026-05-25 18:00:00,Facebook,Carousel,Product Launch,Promotional,19,386292,393329,232338,6540.0,224,2053,3386
POST04080,2026-05-25 21:00:00,Instagram,Reel,Seasonal Campaign,Entertainment,20,497312,762262,657186,45953.0,883,7304,15134
POST04081,2026-05-26 00:00:00,Facebook,Reel,Product Launch,Education,3,287506,347954,197127,17643.0,711,2346,4676
POST04082,2026-05-26 03:00:00,Instagram,Image,Special Campaign,Entertainment,21,290241,306709,249771,12330.0,333,2443,5857
POST04083,2026-05-26 06:00:00,Facebook,Reel,Educational Series,Promotional,17,156671,172710,117581,6055.0,119,831,1899
POST04084,2026-05-26 09:00:00,Facebook,Video,Seasonal Campaign,Event,23,242060,378291,214834,17242.0,381,523,3099
POST04085,2026-05-26 12:00:00,Instagram,Reel,Special Campaign,Brand,19,198445,303309,256303,16643.0,728,4187,2285
POST04086,2026-05-26 15:00:00,Instagram,Reel,Festival Campaign,Community,7,24258,21990,17023,659.0,20,281,111
POST04087,2026-05-26 18:00:00,Instagram,Image,Festival Campaign,Event,18,111066,151800,83960,2947.0,105,1046,1280
POST04088,2026-05-26 21:00:00,Facebook,Text,Community Campaign,Event,11,204343,122974,79150,3295.0,168,866,496
POST04089,2026-05-27 00:00:00,Facebook,Reel,Festival Campaign,Brand,10,354320,501898,337885,26147.0,1118,1787,2293
POST04090,2026-05-27 03:00:00,Instagram,Carousel,Community Campaign,Entertainment,15,57056,77610,51447,2856.0,94,356,558
POST04091,2026-05-27 06:00:00,Facebook,Image,Special Campaign,Education,4,299405,294218,213137,6967.0,402,2506,1515
POST04092,2026-05-27 09:00:00,Instagram,Reel,Festival Campaign,Event,2,401317,351838,258383,18684.0,387,4750,3627
POST04093,2026-05-27 12:00:00,YouTube,Image,Event Promotion,Education,11,71696,37893,26103,938.0,22,51,459
POST04094,2026-05-27 15:00:00,LinkedIn,Carousel,Brand Awareness,Community,14,188899,139402,92858,3265.0,181,686,1704
POST04095,2026-05-27 18:00:00,Instagram,Image,Special Campaign,Community,15,297285,383087,278329,19220.0,1012,870,4097
POST04096,2026-05-27 21:00:00,YouTube,Video,Festival Campaign,Community,12,439968,420284,236101,11019.0,181,3470,3418
POST04097,2026-05-28 00:00:00,Instagram,Reel,Brand Awareness,Promotional,6,109084,158837,123229,6429.0,363,1876,1656
POST04098,2026-05-28 03:00:00,Instagram,Reel,Product Launch,Event,14,120904,279295,212849,20422.0,214,3266,1787
POST04099,2026-05-28 06:00:00,Instagram,Text,Educational Series,Community,2,494654,318254,206141,4415.0,225,1093,3585
POST04100,2026-05-28 09:00:00,Instagram,Image,Seasonal Campaign,Promotional,11,113219,164821,101007,5006.0,119,661,1763
POST04101,2026-05-28 12:00:00,Facebook,Image,Seasonal Campaign,Community,7,72680,78030,44909,2708.0,52,218,387
POST04102,2026-05-28 15:00:00,YouTube,Video,Special Campaign,Entertainment,11,38792,71244,53829,2352.0,76,432,991
POST04103,2026-05-28 18:00:00,YouTube,Reel,Product Launch,Event,17,450844,912351,683455,62767.0,3443,13131,14951
POST04104,2026-05-28 21:00:00,Instagram,Carousel,Festival Campaign,Promotional,2,390613,495775,365218,25378.0,1251,999,5874
POST04105,2026-05-29 00:00:00,Instagram,Reel,Seasonal Campaign,Community,11,335244,618128,553203,35358.0,2063,4467,3090
POST04106,2026-05-29 03:00:00,Facebook,Reel,Community Campaign,Promotional,22,144118,188665,138865,4896.0,181,2214,1416
POST04107,2026-05-29 06:00:00,LinkedIn,Reel,Product Launch,Community,20,218942,184197,147841,15030.0,533,1339,745
POST04108,2026-05-29 09:00:00,Instagram,Video,Event Promotion,Entertainment,22,413983,464859,274044,18893.0,201,4718,2643
POST04109,2026-05-29 12:00:00,LinkedIn,Reel,Brand Awareness,Education,1,309136,270565,177122,11749.0,223,1454,1357
POST04110,2026-05-29 15:00:00,YouTube,Carousel,Community Campaign,Community,13,410612,340733,220251,16911.0,589,3017,3348
POST04111,2026-05-29 18:00:00,YouTube,Text,Seasonal Campaign,Education,13,49570,51421,38647,1312.0,62,365,476
POST04112,2026-05-29 21:00:00,YouTube,Image,Community Campaign,Event,3,215769,312849,208290,10088.0,515,397,3936
POST04113,2026-05-30 00:00:00,Instagram,Image,Festival Campaign,Entertainment,16,228345,337309,261203,16809.0,406,1701,2869
POST04114,2026-05-30 03:00:00,Instagram,Image,Event Promotion,Event,14,492124,381580,302032,11845.0,540,1535,1934
POST04115,2026-05-30 06:00:00,Facebook,Reel,Brand Awareness,Education,15,139571,90126,50632,4366.0,224,542,414
POST04116,2026-05-30 09:00:00,Instagram,Image,Event Promotion,Entertainment,4,106126,144083,111508,3549.0,101,804,1673
POST04117,2026-05-30 12:00:00,LinkedIn,Carousel,Product Launch,Brand,23,387533,289789,171229,11172.0,500,2476,2208
POST04118,2026-05-30 15:00:00,YouTube,Text,Festival Campaign,Entertainment,16,343724,375623,267743,10166.0,323,880,1054
POST04119,2026-05-30 18:00:00,Instagram,Text,Community Campaign,Entertainment,22,282888,325692,261954,5873.0,348,858,1995
POST04120,2026-05-30 21:00:00,Facebook,Video,Community Campaign,Brand,6,243766,296283,235891,7971.0,82,963,2247
POST04121,2026-05-31 00:00:00,Instagram,Video,Product Launch,Promotional,22,171630,186680,122263,6963.0,213,1702,2317
POST04122,2026-05-31 03:00:00,YouTube,Image,Community Campaign,Promotional,14,209933,125538,81013,4567.0,105,1015,1544
POST04123,2026-05-31 06:00:00,Facebook,Carousel,Educational Series,Promotional,16,314403,223619,157445,9290.0,487,1122,2890
POST04124,2026-05-31 09:00:00,LinkedIn,Video,Festival Campaign,Education,11,268316,260097,160228,13705.0,333,539,3365
POST04125,2026-05-31 12:00:00,Facebook,Image,Product Launch,Entertainment,10,434666,520888,464186,18122.0,673,1682,10316
POST04126,2026-05-31 15:00:00,Facebook,Text,Festival Campaign,Community,18,339093,129021,86537,4583.0,215,216,394
POST04127,2026-05-31 18:00:00,Facebook,Image,Brand Awareness,Brand,10,188001,106607,93072,1861.0,64,812,1288
POST04128,2026-05-31 21:00:00,LinkedIn,Carousel,Festival Campaign,Community,1,66589,63054,54724,2410.0,73,325,343
POST04129,2026-06-01 00:00:00,Instagram,Carousel,Festival Campaign,Education,14,277935,281686,190897,4886.0,59,2739,2059
POST04130,2026-06-01 03:00:00,Instagram,Text,Brand Awareness,Brand,4,357266,436812,279092,15731.0,175,860,4909
POST04131,2026-06-01 06:00:00,Instagram,Reel,Product Launch,Community,17,413502,412464,338134,21327.0,1234,6194,5490
POST04132,2026-06-01 09:00:00,Instagram,Carousel,Festival Campaign,Education,20,481999,888602,560070,22916.0,966,3719,3264
POST04133,2026-06-01 12:00:00,Facebook,Image,Event Promotion,Education,20,194634,222665,163087,7272.0,372,1948,3205
POST04134,2026-06-01 15:00:00,Facebook,Reel,Festival Campaign,Education,15,221707,359921,211900,14316.0,487,3949,4304
POST04135,2026-06-01 18:00:00,YouTube,Video,Product Launch,Brand,3,298531,265230,181702,15431.0,356,3231,1101
POST04136,2026-06-01 21:00:00,Instagram,Image,Special Campaign,Community,22,396509,355214,205084,9698.0,239,2297,3393
POST04137,2026-06-02 00:00:00,Facebook,Carousel,Community Campaign,Community,9,42319,52152,33857,1631.0,19,118,805
POST04138,2026-06-02 03:00:00,Instagram,Reel,Seasonal Campaign,Event,21,151483,309052,241942,24432.0,1210,855,1225
POST04139,2026-06-02 06:00:00,Facebook,Image,Brand Awareness,Education,1,302873,295662,265196,18643.0,728,2772,1755
POST04140,2026-06-02 09:00:00,YouTube,Carousel,Community Campaign,Promotional,14,105647,115683,73942,1731.0,58,1060,1467
POST04141,2026-06-02 12:00:00,Instagram,Image,Product Launch,Entertainment,3,394246,345563,247306,13891.0,730,925,2575
POST04142,2026-06-02 15:00:00,Instagram,Reel,Educational Series,Event,15,297848,679752,480459,26423.0,851,8890,11541
POST04143,2026-06-02 18:00:00,Instagram,Text,Seasonal Campaign,Event,6,423325,243554,149652,6791.0,389,1114,2504
POST04144,2026-06-02 21:00:00,Facebook,Image,Community Campaign,Brand,11,480108,211459,161454,8459.0,90,524,2200
POST04145,2026-06-03 00:00:00,LinkedIn,Carousel,Festival Campaign,Event,2,444388,190051,152733,6383.0,378,668,1592
POST04146,2026-06-03 03:00:00,Facebook,Image,Seasonal Campaign,Community,16,224957,232329,139752,9961.0,505,359,1154
POST04147,2026-06-03 06:00:00,Instagram,Image,Festival Campaign,Brand,8,431200,259255,211291,7877.0,218,734,3655
POST04148,2026-06-03 09:00:00,YouTube,Image,Brand Awareness,Brand,7,178532,183576,145953,7608.0,302,1512,2338
POST04149,2026-06-03 12:00:00,Facebook,Image,Festival Campaign,Promotional,22,141845,99647,61688,3819.0,203,268,670
POST04150,2026-06-03 15:00:00,Facebook,Image,Seasonal Campaign,Education,5,150317,78765,61210,1582.0,53,512,1419
POST04151,2026-06-03 18:00:00,Instagram,Image,Event Promotion,Event,14,451690,605193,416242,14248.0,178,4260,8224
POST04152,2026-06-03 21:00:00,Instagram,Image,Event Promotion,Education,9,64449,38631,30456,875.0,48,373,265
POST04153,2026-06-04 00:00:00,Facebook,Reel,Special Campaign,Education,22,140247,134289,97176,8452.0,303,1221,2308
POST04154,2026-06-04 03:00:00,Instagram,Image,Community Campaign,Education,5,158268,181559,102916,6305.0,234,871,2019
POST04155,2026-06-04 06:00:00,Instagram,Reel,Product Launch,Brand,14,333678,469741,387742,17822.0,190,6989,8815
POST04156,2026-06-04 09:00:00,Instagram,Reel,Special Campaign,Education,13,33549,39731,29578,778.0,11,224,177
POST04157,2026-06-04 12:00:00,YouTube,Text,Brand Awareness,Event,18,29821,35082,28194,960.0,46,98,105
POST04158,2026-06-04 15:00:00,LinkedIn,Carousel,Educational Series,Brand,12,55564,66788,39680,2551.0,80,556,549
POST04159,2026-06-04 18:00:00,LinkedIn,Carousel,Special Campaign,Event,13,293217,225636,181060,10903.0,653,564,2328
POST04160,2026-06-04 21:00:00,YouTube,Image,Community Campaign,Brand,2,27282,24139,16771,705.0,31,67,371
POST04161,2026-06-05 00:00:00,YouTube,Text,Product Launch,Entertainment,3,256327,170737,141667,4049.0,232,780,961
POST04162,2026-06-05 03:00:00,Instagram,Carousel,Brand Awareness,Entertainment,13,212218,362521,275410,14014.0,335,1936,969
POST04163,2026-06-05 06:00:00,YouTube,Video,Seasonal Campaign,Entertainment,13,432405,609538,410960,10309.0,193,5513,6017
POST04164,2026-06-05 09:00:00,Instagram,Image,Brand Awareness,Entertainment,7,392110,249650,154950,3407.0,98,445,1070
POST04165,2026-06-05 12:00:00,Facebook,Text,Seasonal Campaign,Brand,9,225855,206316,172392,3847.0,89,1060,704
POST04166,2026-06-05 15:00:00,Instagram,Video,Community Campaign,Education,8,30771,45856,34211,2361.0,96,513,119
POST04167,2026-06-05 18:00:00,Instagram,Video,Product Launch,Promotional,13,343636,453067,405773,16130.0,761,5299,2488
POST04168,2026-06-05 21:00:00,Instagram,Reel,Special Campaign,Community,7,456941,597253,406562,23996.0,722,5397,4581
POST04169,2026-06-06 00:00:00,Instagram,Reel,Product Launch,Promotional,10,173306,162059,128026,9534.0,138,850,2873
POST04170,2026-06-06 03:00:00,Instagram,Reel,Festival Campaign,Entertainment,9,240354,546193,419469,38081.0,430,3881,8277
POST04171,2026-06-06 06:00:00,Instagram,Reel,Educational Series,Education,17,54096,104748,80986,5577.0,116,457,1187
POST04172,2026-06-06 09:00:00,LinkedIn,Video,Event Promotion,Event,3,32236,19551,15796,580.0,27,163,196
POST04173,2026-06-06 12:00:00,YouTube,Reel,Festival Campaign,Education,3,71544,103460,61940,6208.0,130,772,806
POST04174,2026-06-06 15:00:00,YouTube,Reel,Brand Awareness,Event,11,318065,480110,356421,11769.0,653,4728,8005
POST04175,2026-06-06 18:00:00,LinkedIn,Reel,Educational Series,Promotional,17,306720,213049,155141,8476.0,360,2700,2938
POST04176,2026-06-06 21:00:00,LinkedIn,Reel,Educational Series,Education,7,151238,145840,97696,9560.0,507,356,662
POST04177,2026-06-07 00:00:00,YouTube,Reel,Product Launch,Education,2,165724,271525,190787,13924.0,407,1748,4516
POST04178,2026-06-07 03:00:00,Facebook,Video,Educational Series,Community,17,432854,366511,268133,19228.0,1137,3115,5363
POST04179,2026-06-07 06:00:00,Instagram,Image,Community Campaign,Promotional,6,35233,31644,20958,718.0,31,177,78
POST04180,2026-06-07 09:00:00,Instagram,Reel,Educational Series,Education,0,284029,275611,179865,5778.0,160,533,2527
POST04181,2026-06-07 12:00:00,YouTube,Image,Brand Awareness,Event,21,73520,66470,53734,2028.0,41,215,932
POST04182,2026-06-07 15:00:00,Facebook,Image,Community Campaign,Education,12,246972,216822,124330,4937.0,263,1454,539
POST04183,2026-06-07 18:00:00,Facebook,Reel,Community Campaign,Event,2,231316,166856,110047,5181.0,134,1244,1184
POST04184,2026-06-07 21:00:00,Instagram,Carousel,Festival Campaign,Entertainment,2,119203,167435,130398,4508.0,55,1009,2251
POST04185,2026-06-08 00:00:00,Instagram,Carousel,Educational Series,Education,14,448232,507048,315926,13710.0,328,4545,6619
POST04186,2026-06-08 03:00:00,Facebook,Carousel,Product Launch,Event,20,129759,144471,108395,6642.0,126,338,2655
POST04187,2026-06-08 06:00:00,Instagram,Carousel,Seasonal Campaign,Promotional,18,220020,225893,148131,11967.0,310,2175,840
POST04188,2026-06-08 09:00:00,YouTube,Reel,Festival Campaign,Entertainment,3,478026,730401,617302,49936.0,2030,1894,10440
POST04189,2026-06-08 12:00:00,Facebook,Text,Product Launch,Education,12,162841,122316,82257,4119.0,144,574,1862
POST04190,2026-06-08 15:00:00,Facebook,Video,Educational Series,Community,12,494699,636058,400926,18457.0,840,4434,7526
POST04191,2026-06-08 18:00:00,Facebook,Text,Festival Campaign,Event,14,456363,387193,284794,5613.0,149,2201,4816
POST04192,2026-06-08 21:00:00,LinkedIn,Reel,Educational Series,Community,18,157521,104248,62286,3035.0,48,193,480
POST04193,2026-06-09 00:00:00,YouTube,Text,Brand Awareness,Education,15,455395,550492,456423,15116.0,272,3045,9555
POST04194,2026-06-09 03:00:00,Facebook,Video,Festival Campaign,Event,6,252508,366423,288744,21272.0,1060,1204,4439
POST04195,2026-06-09 06:00:00,Facebook,Video,Product Launch,Education,2,126459,145086,118923,10897.0,162,574,648
POST04196,2026-06-09 09:00:00,Instagram,Reel,Brand Awareness,Entertainment,19,290280,629605,434180,38696.0,1931,2709,10239
POST04197,2026-06-09 12:00:00,Instagram,Carousel,Event Promotion,Entertainment,1,249735,277671,233868,8836.0,182,2448,5786
POST04198,2026-06-09 15:00:00,Instagram,Text,Product Launch,Education,17,354130,170286,123072,6389.0,280,652,1825
POST04199,2026-06-09 18:00:00,YouTube,Carousel,Seasonal Campaign,Education,10,325143,460799,268712,12613.0,519,877,5396
POST04200,2026-06-09 21:00:00,Facebook,Image,Special Campaign,Brand,0,109567,128095,80496,2211.0,32,417,1274
POST04201,2026-06-10 00:00:00,Facebook,Text,Educational Series,Education,15,313196,139920,111777,3996.0,172,251,1373
POST04202,2026-06-10 03:00:00,Instagram,Image,Product Launch,Education,16,474497,586185,506316,24512.0,793,4845,6075
POST04203,2026-06-10 06:00:00,Instagram,Image,Event Promotion,Community,15,424562,602241,351296,20805.0,943,2923,8506
POST04204,2026-06-10 09:00:00,LinkedIn,Image,Product Launch,Community,9,208749,211180,180025,6641.0,343,1182,2000
POST04205,2026-06-10 12:00:00,Instagram,Text,Brand Awareness,Entertainment,16,296996,207563,172209,3720.0,44,1815,2374
POST04206,2026-06-10 15:00:00,YouTube,Reel,Community Campaign,Community,2,397562,357443,241201,8046.0,341,2741,2042
POST04207,2026-06-10 18:00:00,YouTube,Image,Special Campaign,Education,17,354747,262644,207816,5002.0,76,2532,1781
POST04208,2026-06-10 21:00:00,YouTube,Carousel,Product Launch,Promotional,18,444701,553549,340672,27543.0,797,3408,3691
POST04209,2026-06-11 00:00:00,Instagram,Video,Festival Campaign,Education,13,226297,462317,385890,35704.0,379,3194,9008
POST04210,2026-06-11 03:00:00,Instagram,Image,Seasonal Campaign,Brand,20,496553,580539,452860,31841.0,841,3671,5309
POST04211,2026-06-11 06:00:00,Instagram,Text,Event Promotion,Event,1,388215,496006,348985,9985.0,184,1040,5287
POST04212,2026-06-11 09:00:00,YouTube,Text,Product Launch,Entertainment,11,44272,46387,39548,934.0,35,319,593
POST04213,2026-06-11 12:00:00,YouTube,Reel,Event Promotion,Community,10,416979,654947,392137,40198.0,1431,7528,6207
POST04214,2026-06-11 15:00:00,Instagram,Image,Community Campaign,Promotional,16,79087,44568,37705,2690.0,133,177,793
POST04215,2026-06-11 18:00:00,Facebook,Reel,Brand Awareness,Event,5,336992,328465,183401,5889.0,247,1478,4186
POST04216,2026-06-11 21:00:00,Facebook,Reel,Festival Campaign,Promotional,18,50075,32660,26572,2250.0,102,251,201
POST04217,2026-06-12 00:00:00,Instagram,Image,Educational Series,Entertainment,12,310836,276029,207208,6959.0,101,1545,4544
POST04218,2026-06-12 03:00:00,YouTube,Text,Product Launch,Community,6,112085,51999,41279,2308.0,26,351,621
POST04219,2026-06-12 06:00:00,Facebook,Video,Brand Awareness,Brand,21,348558,251394,174548,5310.0,310,791,4073
POST04220,2026-06-12 09:00:00,Instagram,Reel,Special Campaign,Entertainment,10,179920,255606,217918,20769.0,651,1680,5045
POST04221,2026-06-12 12:00:00,Instagram,Reel,Event Promotion,Promotional,6,402314,636951,420134,11009.0,327,4917,4859
POST04222,2026-06-12 15:00:00,Facebook,Image,Community Campaign,Promotional,12,247349,143681,92851,4288.0,50,807,1610
POST04223,2026-06-12 18:00:00,LinkedIn,Image,Seasonal Campaign,Entertainment,12,39268,34848,22846,825.0,13,184,506
POST04224,2026-06-12 21:00:00,Facebook,Reel,Event Promotion,Education,20,408031,520536,427374,25356.0,1445,4256,4899
POST04225,2026-06-13 00:00:00,YouTube,Video,Seasonal Campaign,Entertainment,0,358467,563913,407907,22529.0,1007,5506,1617
POST04226,2026-06-13 03:00:00,Facebook,Text,Community Campaign,Community,18,136985,113987,84120,3735.0,113,293,918
POST04227,2026-06-13 06:00:00,Instagram,Image,Seasonal Campaign,Community,18,192692,255331,214753,4133.0,228,1096,2370
POST04228,2026-06-13 09:00:00,Facebook,Video,Community Campaign,Brand,22,96872,150261,126471,9330.0,368,1180,2624
POST04229,2026-06-13 12:00:00,YouTube,Image,Brand Awareness,Entertainment,14,375418,273998,166209,3190.0,150,1651,1630
POST04230,2026-06-13 15:00:00,Instagram,Carousel,Product Launch,Event,13,492239,477666,354628,11586.0,365,1143,8038
POST04231,2026-06-13 18:00:00,Facebook,Image,Educational Series,Community,2,322283,155115,92154,4678.0,147,290,1388
POST04232,2026-06-13 21:00:00,YouTube,Reel,Product Launch,Community,20,466353,728629,622238,20373.0,273,9845,9890
POST04233,2026-06-14 00:00:00,Instagram,Text,Special Campaign,Community,19,316181,254736,214730,12795.0,597,868,4456
POST04234,2026-06-14 03:00:00,LinkedIn,Image,Special Campaign,Education,3,98434,70603,59819,3610.0,53,782,356
POST04235,2026-06-14 06:00:00,Instagram,Carousel,Festival Campaign,Event,6,168750,142420,113466,7427.0,358,1727,385
POST04236,2026-06-14 09:00:00,Instagram,Image,Product Launch,Entertainment,0,456267,566220,403945,13109.0,256,3968,1714
POST04237,2026-06-14 12:00:00,Instagram,Reel,Community Campaign,Education,22,38141,66581,46050,1371.0,30,677,169
POST04238,2026-06-14 15:00:00,Facebook,Reel,Community Campaign,Community,23,488908,437473,301125,30818.0,1722,4095,5540
POST04239,2026-06-14 18:00:00,Instagram ,Image,Festival Campaign,Event,18,306304,239525,137289,3567.0,119,531,1151
POST04240,2026-06-14 21:00:00,Instagram,Carousel,Event Promotion,Event,2,426051,748494,660250,48413.0,787,5896,14435
POST04241,2026-06-15 00:00:00,Facebook,Reel,Community Campaign,Education,19,29383,43780,30978,1282.0,70,495,694
POST04242,2026-06-15 03:00:00,Instagram,Carousel,Festival Campaign,Community,14,124882,114385,100148,4463.0,145,1269,1084
POST04243,2026-06-15 06:00:00,Facebook,Carousel,Community Campaign,Education,12,175636,228856,196298,12699.0,209,2820,1430
POST04244,2026-06-15 09:00:00,YouTube,Carousel,Educational Series,Promotional,21,389693,255344,214492,17279.0,510,3087,2997
POST04245,2026-06-15 12:00:00,YouTube,Image,Community Campaign,Community,13,235833,213379,161294,3075.0,121,783,3378
POST04246,2026-06-15 15:00:00,LinkedIn,Text,Brand Awareness,Education,6,451700,157223,92061,2461.0,69,785,1663
POST04247,2026-06-15 18:00:00,Instagram,Image,Festival Campaign,Entertainment,0,71556,110063,73012,4330.0,243,687,260
POST04248,2026-06-15 21:00:00,Instagram,Image,Seasonal Campaign,Community,12,498698,291219,221691,6066.0,142,2696,699
POST04249,2026-06-16 00:00:00,YouTube,Reel,Special Campaign,Brand,3,441496,411153,228070,7912.0,148,1300,1255
POST04250,2026-06-16 03:00:00,LinkedIn,Reel,Product Launch,Community,11,193854,285283,161162,4770.0,100,2433,1677
POST04251,2026-06-16 06:00:00,Instagram,Reel,Festival Campaign,Promotional,6,463639,782699,616126,40167.0,569,6009,9125
POST04252,2026-06-16 09:00:00,Instagram,Carousel,Event Promotion,Education,1,177367,289451,249179,17284.0,563,1865,5229
POST04253,2026-06-16 12:00:00,Instagram,Reel,Community Campaign,Brand,16,339740,273692,232448,23480.0,1265,744,1427
POST04254,2026-06-16 15:00:00,YouTube,Reel,Festival Campaign,Promotional,0,118236,155398,94614,4433.0,112,1783,601
POST04255,2026-06-16 18:00:00,Instagram,Video,Educational Series,Entertainment,13,395568,845578,734749,24054.0,551,9509,16164
POST04256,2026-06-16 21:00:00,Facebook,Reel,Festival Campaign,Community,21,252144,318555,252838,14512.0,752,3181,5898
POST04257,2026-06-17 00:00:00,LinkedIn,Reel,Educational Series,Brand,20,380289,533800,427421,12961.0,327,2925,6466
POST04258,2026-06-17 03:00:00,YouTube,Reel,Special Campaign,Education,0,265117,554860,364218,18883.0,639,4999,7381
POST04259,2026-06-17 06:00:00,Instagram,Video,Special Campaign,Education,2,357431,609941,488318,34329.0,396,8375,5146
POST04260,2026-06-17 09:00:00,YouTube,Reel,Community Campaign,Entertainment,10,470169,556450,444280,17378.0,423,2381,10581
POST04261,2026-06-17 12:00:00,Instagram,Image,Product Launch,Promotional,6,487680,425888,322879,16828.0,278,4297,7396
POST04262,2026-06-17 15:00:00,LinkedIn,Image,Community Campaign,Brand,8,353822,145533,98242,6924.0,105,668,2130
POST04263,2026-06-17 18:00:00,YouTube,Carousel,Event Promotion,Entertainment,21,328099,351583,293169,22118.0,698,4530,963
POST04264,2026-06-17 21:00:00,Instagram,Carousel,Brand Awareness,Promotional,2,333224,594268,521845,22690.0,541,5611,7573
POST04265,2026-06-18 00:00:00,Facebook,Video,Product Launch,Event,0,363937,384429,328479,17852.0,327,2449,1178
POST04266,2026-06-18 03:00:00,YouTube,Reel,Product Launch,Event,18,216002,435832,276771,16248.0,578,2471,4955
POST04267,2026-06-18 06:00:00,Facebook,Reel,Special Campaign,Promotional,1,435866,671693,474205,44135.0,2171,3561,3336
POST04268,2026-06-18 09:00:00,Instagram,Reel,Brand Awareness,Education,20,385861,893396,598436,61949.0,2895,4941,10214
POST04269,2026-06-18 12:00:00,Facebook,Reel,Festival Campaign,Education,23,436428,739223,589617,53313.0,1201,7975,3039
POST04270,2026-06-18 15:00:00,LinkedIn,Reel,Community Campaign,Event,4,349870,438996,369205,25672.0,594,1063,7253
POST04271,2026-06-18 18:00:00,Facebook,Reel,Festival Campaign,Education,16,217610,349116,218382,7336.0,341,4138,4145
POST04272,2026-06-18 21:00:00,LinkedIn,Image,Festival Campaign,Education,18,62882,56506,49812,3464.0,131,537,154
POST04273,2026-06-19 00:00:00,Instagram,Carousel,Community Campaign,Promotional,4,43038,65257,51361,3861.0,181,767,1049
POST04274,2026-06-19 03:00:00,YouTube,Image,Event Promotion,Community,22,355774,428139,268210,17014.0,171,2734,1771
POST04275,2026-06-19 06:00:00,Facebook,Carousel,Product Launch,Promotional,20,304595,351467,238956,10916.0,156,2070,1291
POST04276,2026-06-19 09:00:00,YouTube,Reel,Educational Series,Education,13,220360,277117,162560,9896.0,495,943,2276
POST04277,2026-06-19 12:00:00,YouTube,Reel,Brand Awareness,Promotional,9,75352,99516,75530,2668.0,140,855,1207
POST04278,2026-06-19 15:00:00,Instagram,Image,Product Launch,Brand,20,40521,34750,21170,1453.0,39,214,111
POST04279,2026-06-19 18:00:00,Instagram,Reel,Festival Campaign,Event,6,346452,350362,277690,27650.0,1601,4730,2694
POST04280,2026-06-19 21:00:00,Instagram,Reel,Brand Awareness,Community,7,466070,696854,563083,25815.0,647,4548,6740
POST04281,2026-06-20 00:00:00,Instagram,Image,Educational Series,Brand,7,244376,369483,265202,14741.0,803,2061,6301
POST04282,2026-06-20 03:00:00,Facebook,Text,Product Launch,Brand,6,140631,109284,63694,1538.0,47,480,543
POST04283,2026-06-20 06:00:00,Instagram,Carousel,Product Launch,Education,12,319350,223796,170936,7821.0,297,1732,1492
POST04284,2026-06-20 09:00:00,Instagram,Reel,Event Promotion,Education,13,352107,720224,489948,24294.0,1024,1707,8577
POST04285,2026-06-20 12:00:00,YouTube,Video,Product Launch,Brand,18,146407,277401,244772,12740.0,212,2433,4650
POST04286,2026-06-20 15:00:00,YouTube,Carousel,Product Launch,Brand,10,418772,643017,469159,18984.0,225,6166,1519
POST04287,2026-06-20 18:00:00,LinkedIn,Carousel,Educational Series,Entertainment,1,388980,401090,230744,9865.0,309,3011,1372
POST04288,2026-06-20 21:00:00,YouTube,Video,Educational Series,Entertainment,16,300916,258233,199515,16152.0,291,2057,2168
POST04289,2026-06-21 00:00:00,Instagram,Image,Brand Awareness,Event,5,179135,164252,135142,4622.0,173,1749,2284
POST04290,2026-06-21 03:00:00,Facebook,Reel,Festival Campaign,Brand,8,387440,482899,292721,26212.0,856,4848,1741
POST04291,2026-06-21 06:00:00,YouTube,Image,Educational Series,Promotional,18,42709,24390,17247,839.0,13,179,187
POST04292,2026-06-21 09:00:00,Instagram,Image,Brand Awareness,Community,4,201924,132214,107109,6441.0,278,838,510
POST04293,2026-06-21 12:00:00,YouTube,Image,Product Launch,Entertainment,8,494071,701537,390877,26431.0,291,3404,6083
POST04294,2026-06-21 15:00:00,LinkedIn,Image,Special Campaign,Education,6,418599,362480,203039,5172.0,84,895,2513
POST04295,2026-06-21 18:00:00,Instagram,Text,Brand Awareness,Brand,3,283377,197677,155555,4740.0,213,1040,3163
POST04296,2026-06-21 21:00:00,Instagram,Text,Special Campaign,Promotional,17,309290,230304,185117,3239.0,117,1227,2892
POST04297,2026-06-22 00:00:00,Instagram,Video,Brand Awareness,Community,17,149205,190024,160770,8568.0,206,894,2813
POST04298,2026-06-22 03:00:00,Instagram,Video,Brand Awareness,Promotional,19,148443,122926,84801,3484.0,66,1461,1506
